StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Q7,Q8,Q8_DO,Q9,Q11,Q12,Q13,Q14_1,Q15_1,Q15_4,Q15_2,Q16_1,Q16_5,Q16_6,Q16_DO,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18_1,Q18_5,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21,Q21_DO,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q26,PROLIFIC_PID,VERSION,FL_64_DO,CharityOptions_DO
2024-05-02 11:25:24,2024-05-02 11:27:12,IP Address,24.188.226.213,100,107,True,2024-05-02 11:27:12,R_1anI8IUJEeGCFbZ,,,,,40.6877,-73.9267,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,5,Somewhat disagree,Somewhat disagree,Somewhat disagree,50,,70,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$20 Prolific bonus|$20 Starbucks gift card|$20 Amazon gift card|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5b21259ce5cd900001125a0b,5b21259ce5cd900001125a0b,1,FL_65,Q3|Q5|Q6
2024-05-02 11:24:37,2024-05-02 11:27:17,IP Address,172.56.70.99,100,159,True,2024-05-02 11:27:17,R_3NE6JdTeykRo6sG,,,,,33.8231,-84.3258,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,10,Somewhat agree,Strongly agree,Neither agree nor disagree,96,,56,96,,50,50,The Malaria Consortium|United to Beat Malaria,0.767,7.323,11.001,9,,,,,,,Extremely important,$20 Prolific bonus,$20 mTurk contribution|$10 Paypal bonus|$20 Starbucks gift card|$20 Amazon gift card|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,Black or African American,63dab0f63ced7430f2c37f3f,63dab0f63ced7430f2c37f3f,2,FL_66,Q3|Q4|Q6
2024-05-02 11:23:02,2024-05-02 11:27:17,IP Address,71.209.247.0,100,255,True,2024-05-02 11:27:18,R_7vcckSWnsrm5U0w,,,,,33.5038,-112.0253,anonymous,EN,0.8999999761581421,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$10 Paypal bonus|$20 mTurk contribution|$20 Starbucks gift card|$20 Prolific bonus|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Other,61489a7c8f9dfcc9f78b7c36,61489a7c8f9dfcc9f78b7c36,2,FL_66,Q3|Q5|Q6
2024-05-02 11:25:35,2024-05-02 11:27:22,IP Address,69.139.23.147,100,106,True,2024-05-02 11:27:22,R_1E9nRIgLm0RiNRD,,,,,39.9597,-75.1995,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,The Malaria Consortium|Against Malaria Foundation,2,Somewhat agree,Strongly agree,Somewhat agree,80,96,,91,80,,20,United to Beat Malaria|Against Malaria Foundation,8.736,11.677,12.979,3,,,,,,,Moderately important,$20 Prolific bonus,$20 Prolific bonus|$20 mTurk contribution|$10 Paypal bonus|$20 Amazon gift card|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,65cb7abb2785ea70576a8347,65cb7abb2785ea70576a8347,2,FL_66,Q3|Q5|Q6
2024-05-02 11:25:04,2024-05-02 11:27:22,IP Address,129.62.189.195,100,138,True,2024-05-02 11:27:23,R_41Yq8tDB5eWQxj0,,,,,31.5338,-97.1923,anonymous,EN,0.8999999761581421,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 mTurk contribution|$20 Amazon gift card|$20 Prolific bonus|$20 Starbucks gift card|$10 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,Asian,5ecc6ffce3ca77849333e83e,5ecc6ffce3ca77849333e83e,3,FL_67,Q3|Q4|Q6
2024-05-02 11:23:35,2024-05-02 11:27:25,IP Address,69.221.96.125,100,230,True,2024-05-02 11:27:26,R_5NgHStnro0kT5EF,,,,,29.5738,-98.2292,anonymous,EN,0.8999999761581421,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Prolific bonus|$20 Starbucks gift card|$20 mTurk contribution|$10 Paypal bonus|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5e63e24eaf3bd51660031dbe,5e63e24eaf3bd51660031dbe,2,FL_66,Q3|Q4|Q6
2024-05-02 11:25:23,2024-05-02 11:27:28,IP Address,70.189.47.239,100,125,True,2024-05-02 11:27:28,R_7l6IswOGbFjKrSS,,,,,30.1597,-92.0258,anonymous,EN,0.8999999761581421,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Moderately important,$20 Prolific bonus,$20 mTurk contribution|$20 Starbucks gift card|$10 Paypal bonus|$20 Amazon gift card|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,6238b95932e705108020765a,6238b95932e705108020765a,1,FL_65,Q3|Q5|Q6
2024-05-02 11:25:09,2024-05-02 11:27:34,IP Address,99.60.180.55,100,145,True,2024-05-02 11:27:34,R_7lUKgH5jk4BUhnr,,,,,33.9075,-117.7866,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,10,Somewhat agree,Neither agree nor disagree,Somewhat agree,100,,100,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$20 Prolific bonus|$20 Amazon gift card|$20 Starbucks gift card|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,5d47abcc2dc88900166f27c9,5d47abcc2dc88900166f27c9,1,FL_65,Q3|Q5|Q6
2024-05-02 11:24:11,2024-05-02 11:27:37,IP Address,73.247.232.102,100,206,True,2024-05-02 11:27:38,R_4dzrgLO5DnJT0Mn,,,,,40.4591,-90.6805,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,The Malaria Consortium|Against Malaria Foundation,10,Somewhat agree,Neither agree nor disagree,Somewhat agree,85,85,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Prolific bonus|$10 Paypal bonus|$20 mTurk contribution|$20 Starbucks gift card|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5b4e482fb8b20a00015a9e2e,5b4e482fb8b20a00015a9e2e,1,FL_65,Q3|Q4|Q6
2024-05-02 11:25:24,2024-05-02 11:27:39,IP Address,98.117.95.7,100,134,True,2024-05-02 11:27:39,R_1pL1ngdnWtUq3Tb,,,,,37.6653,-77.5364,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,Against Malaria Foundation|The Malaria Consortium,10,Somewhat agree,Somewhat disagree,Somewhat agree,86,93,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Amazon gift card|$10 Paypal bonus|$20 Prolific bonus|$20 Starbucks gift card|$20 mTurk contribution,"No, when I made my decision I did not believe that my decision could have consequences involving real money",45-54 years old,Female,,White or Caucasian,65e3d52e5393504e7132920b,65e3d52e5393504e7132920b,1,FL_65,Q3|Q4|Q6
2024-05-02 11:24:02,2024-05-02 11:27:40,IP Address,73.208.75.75,100,218,True,2024-05-02 11:27:40,R_7z5VdHWyRmMPnGh,,,,,42.0107,-87.6657,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,20,Strongly agree,Strongly agree,Strongly agree,100,,100,100,,50,50,The Malaria Consortium|United to Beat Malaria,27.583,34.211,36.326,2,,,,,,,Extremely important,$20 Prolific bonus,$10 Paypal bonus|$20 Prolific bonus|$20 Amazon gift card|$20 mTurk contribution|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,616b063b5dfa9fb616209058,616b063b5dfa9fb616209058,2,FL_66,Q3|Q4|Q6
2024-05-02 11:24:48,2024-05-02 11:27:46,IP Address,24.88.77.232,100,178,True,2024-05-02 11:27:47,R_7psMdlFp7CxRNQZ,,,,,32.2508,-80.8718,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,15,Somewhat agree,Neither agree nor disagree,Strongly agree,85,,86,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Amazon gift card|$10 Paypal bonus|$20 mTurk contribution|$20 Starbucks gift card|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Prefer not to say,,White or Caucasian,5f42ec709b8d6451d0c2908c,5f42ec709b8d6451d0c2908c,1,FL_65,Q3|Q4|Q6
2024-05-02 11:26:06,2024-05-02 11:27:58,IP Address,12.74.63.55,100,111,True,2024-05-02 11:27:58,R_2pkTuPd3WSFvhdL,,,,,28.6344,-81.6221,anonymous,EN,0.8999999761581421,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Slightly important,$20 Prolific bonus,$20 Amazon gift card|$10 Paypal bonus|$20 mTurk contribution|$20 Prolific bonus|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,5dbf11701429823ba384bd3c,5dbf11701429823ba384bd3c,2,FL_66,Q3|Q5|Q6
2024-05-02 11:25:26,2024-05-02 11:27:58,IP Address,174.212.106.187,100,152,True,2024-05-02 11:27:59,R_1sRg7ZE5WaUnVcJ,,,,,36.1671,-86.7861,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,5,Strongly agree,Neither agree nor disagree,Strongly agree,100,,100,100,,50,50,United to Beat Malaria|The Malaria Consortium,4.791,25.246,29,6,,,,,,,Slightly important,$20 Prolific bonus,$20 mTurk contribution|$20 Amazon gift card|$20 Starbucks gift card|$10 Paypal bonus|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,660e1e216219b1c5787bec67,660e1e216219b1c5787bec67,2,FL_66,Q3|Q5|Q6
2024-05-02 11:26:17,2024-05-02 11:27:59,IP Address,71.225.79.105,100,101,True,2024-05-02 11:27:59,R_2yqg463s1nL9mS5,,,,,39.7384,-75.6656,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Slightly important,$20 Prolific bonus,$20 Prolific bonus|$20 Starbucks gift card|$20 Amazon gift card|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,60bd28cc95ab27d4f4f6ada3,60bd28cc95ab27d4f4f6ada3,3,FL_67,Q3|Q4|Q6
2024-05-02 11:25:24,2024-05-02 11:27:59,IP Address,208.191.88.247,100,155,True,2024-05-02 11:27:59,R_32XTXQvReQQK6bt,,,,,33.5504,-101.8871,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,5,Strongly agree,Strongly agree,Strongly agree,99,,100,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$20 Amazon gift card|$20 Prolific bonus|$20 mTurk contribution|$10 Paypal bonus|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,"Black or African American,American Indian/Native American or Alaska Native",5e0696dea7fba607951ae479,5e0696dea7fba607951ae479,1,FL_65,Q3|Q4|Q6
2024-05-02 11:26:33,2024-05-02 11:28:00,IP Address,172.59.105.91,100,86,True,2024-05-02 11:28:00,R_3oahoQlKTSr6wqR,,,,,29.9734,-90.0885,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,10,Somewhat agree,Somewhat agree,Somewhat agree,100,,100,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$20 Starbucks gift card|$20 Amazon gift card|$20 Prolific bonus|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,Black or African American,653feb348f4df4e625de5909,653feb348f4df4e625de5909,1,FL_65,Q3|Q5|Q6
2024-05-02 11:25:23,2024-05-02 11:28:03,IP Address,68.39.19.67,100,160,True,2024-05-02 11:28:04,R_7GwzniXRzzNVCYF,,,,,40.2838,-85.8393,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,5,Somewhat disagree,Strongly disagree,Somewhat disagree,40,,50,,,,,,,,,,5,0,0,0,9.701,0,Slightly important,$20 Prolific bonus,$20 Prolific bonus|$20 mTurk contribution|$10 Paypal bonus|$20 Amazon gift card|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5c314de6d5fc960001d2cb93,5c314de6d5fc960001d2cb93,3,FL_67,Q3|Q4|Q6
2024-05-02 11:24:42,2024-05-02 11:28:07,IP Address,76.142.26.51,100,204,True,2024-05-02 11:28:07,R_17mr3qHVjzHE3eB,,,,,29.6856,-95.1186,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,Against Malaria Foundation|The Malaria Consortium,5,Strongly agree,Strongly agree,Strongly agree,100,50,,,,,,,,,,,5,0,13.729,13.729,19.258,1,Very important,$20 Prolific bonus,$10 Paypal bonus|$20 Starbucks gift card|$20 Prolific bonus|$20 mTurk contribution|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5c8db07eb1f89a0016777fe0,5c8db07eb1f89a0016777fe0,3,FL_67,Q3|Q5|Q6
2024-05-02 11:24:33,2024-05-02 11:28:12,IP Address,97.182.23.41,100,218,True,2024-05-02 11:28:12,R_5d7fKqTyBiNzocV,,,,,33.4917,-111.9837,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,Against Malaria Foundation|The Malaria Consortium,20,Somewhat agree,Neither agree nor disagree,Somewhat agree,90,90,,90,,,,,,,,,10,10,14.243,14.464,18.626,2,Moderately important,$20 Prolific bonus,$20 Starbucks gift card|$20 Prolific bonus|$20 mTurk contribution|$20 Amazon gift card|$10 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,6633914202b2ee09d500c1b2,6633914202b2ee09d500c1b2,3,FL_67,Q3|Q5|Q6
2024-05-02 11:27:18,2024-05-02 11:28:13,IP Address,76.124.60.166,100,54,True,2024-05-02 11:28:13,R_1d6BtJSeFXNtrBn,,,,,39.9943,-75.1181,anonymous,EN,0.4000000059604645,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Moderately important,$20 Prolific bonus,$20 mTurk contribution|$20 Prolific bonus|$10 Paypal bonus|$20 Amazon gift card|$20 Starbucks gift card,"No, when I made my decision I did not believe that my decision could have consequences involving real money",35-44 years old,Male,,Asian,566a19b57da035000fb39b89,566a19b57da035000fb39b89,1,FL_65,Q3|Q5|Q6
2024-05-02 11:25:19,2024-05-02 11:28:18,IP Address,184.58.247.147,100,178,True,2024-05-02 11:28:19,R_6mQojlZBUgbmUVq,,,,,43.0026,-87.9417,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Moderately important,$20 Prolific bonus,$20 Amazon gift card|$20 mTurk contribution|$10 Paypal bonus|$20 Prolific bonus|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,641724c665e2974bb1dec659,641724c665e2974bb1dec659,1,FL_65,Q3|Q5|Q6
2024-05-02 11:25:10,2024-05-02 11:28:23,IP Address,98.49.134.26,100,192,True,2024-05-02 11:28:23,R_7YRHWRs8axdlDXb,,,,,40.6312,-76.1738,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,10,Strongly agree,Strongly agree,Strongly agree,100,,100,100,,50,50,United to Beat Malaria|The Malaria Consortium,9.159,18.319,19.434,5,,,,,,,Extremely important,$20 Prolific bonus,$20 Starbucks gift card|$20 Prolific bonus|$10 Paypal bonus|$20 mTurk contribution|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,5a33d736bf4d770001e6097a,5a33d736bf4d770001e6097a,2,FL_66,Q3|Q4|Q6
2024-05-02 11:27:16,2024-05-02 11:28:25,IP Address,69.112.140.78,100,68,True,2024-05-02 11:28:25,R_8AYzNye7wtUcCWM,,,,,41.1729,-74.3791,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Moderately important,$20 Prolific bonus,$20 Amazon gift card|$20 mTurk contribution|$10 Paypal bonus|$20 Prolific bonus|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,55b688fafdf99b26e287abd3,55b688fafdf99b26e287abd3,1,FL_65,Q3|Q4|Q6
2024-05-02 11:24:12,2024-05-02 11:28:32,IP Address,206.251.36.214,100,259,True,2024-05-02 11:28:32,R_7Exq3RPUWoj4yuB,,,,,31.672,-92.1113,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,The Malaria Consortium|Against Malaria Foundation,20,Strongly agree,Neither agree nor disagree,Strongly agree,100,100,,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$10 Paypal bonus|$20 Amazon gift card|$20 Starbucks gift card|$20 mTurk contribution|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,6633979d9facbb746bdb285e,6633979d9facbb746bdb285e,1,FL_65,Q3|Q5|Q6
2024-05-02 11:24:41,2024-05-02 11:28:34,IP Address,74.88.40.117,100,232,True,2024-05-02 11:28:35,R_14IRJKCPnvVTUTn,,,,,40.8905,-74.0504,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,10,Strongly disagree,Somewhat disagree,Strongly disagree,80,,90,,,,,,,,,,,,,,,,Extremely important,$20 Prolific bonus,$10 Paypal bonus|$20 Amazon gift card|$20 mTurk contribution|$20 Starbucks gift card|$20 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",55-64 years old,Female,,Asian,6510b799ca6f903d2d4c2d2c,6510b799ca6f903d2d4c2d2c,1,FL_65,Q3|Q4|Q6
2024-05-02 11:23:48,2024-05-02 11:28:40,IP Address,67.185.230.35,100,292,True,2024-05-02 11:28:40,R_71mLz5M0p0hEI3N,,,,,47.3831,-122.2092,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Prolific bonus|$10 Paypal bonus|$20 Amazon gift card|$20 Starbucks gift card|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,63e52483a88355a3a0ac62c5,63e52483a88355a3a0ac62c5,3,FL_67,Q3|Q4|Q6
2024-05-02 11:25:43,2024-05-02 11:28:41,IP Address,73.40.105.82,100,177,True,2024-05-02 11:28:42,R_5KdaUg68RnGOkPC,,,,,36.59,-79.87,anonymous,EN,0.8999999761581421,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,5,Somewhat agree,Somewhat agree,Somewhat agree,78,,82,76,,,,,,,,,5,2,6.353,7.864,11.159,2,Very important,$20 Prolific bonus,$20 mTurk contribution|$20 Starbucks gift card|$20 Amazon gift card|$10 Paypal bonus|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,656ca94cdcacc13a8f17ceec,656ca94cdcacc13a8f17ceec,3,FL_67,Q3|Q4|Q6
2024-05-02 11:26:09,2024-05-02 11:28:42,IP Address,166.194.200.120,100,152,True,2024-05-02 11:28:42,R_1UteXrCem9KmP0B,,,,,30.4509,-91.1563,anonymous,EN,0.800000011920929,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,12,Somewhat agree,Strongly agree,Strongly agree,73,,74,58,,70,30,The Malaria Consortium|United to Beat Malaria,7.267,18.222,21.86,5,,,,,,,Moderately important,$20 Prolific bonus,$20 Prolific bonus|$20 Starbucks gift card|$20 mTurk contribution|$10 Paypal bonus|$20 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,6133a95623ae6ddc6ee4d53f,6133a95623ae6ddc6ee4d53f,2,FL_66,Q3|Q5|Q6
2024-05-02 11:26:04,2024-05-02 11:28:47,IP Address,99.64.130.221,100,163,True,2024-05-02 11:28:48,R_768T70omGHqTaB9,,,,,33.4783,-86.9272,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$10 Paypal bonus|$20 Amazon gift card|$20 Prolific bonus|$20 Starbucks gift card|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Black or African American,6139aed4f23d087290d96200,6139aed4f23d087290d96200,3,FL_67,Q3|Q5|Q6
2024-05-02 11:26:50,2024-05-02 11:28:51,IP Address,69.243.98.205,100,120,True,2024-05-02 11:28:51,R_8j3mmQbo9me8KUp,,,,,39.3361,-76.5389,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$20 Starbucks gift card|$20 Prolific bonus|$20 Amazon gift card|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,571d62343e894e001390daa8,571d62343e894e001390daa8,2,FL_66,Q3|Q5|Q6
2024-05-02 11:22:40,2024-05-02 11:28:54,IP Address,199.247.69.42,100,373,True,2024-05-02 11:28:54,R_5uyyAuNzZNC2nYO,,,,,42.6484,-95.1964,anonymous,EN,1,YES,,,,,NO. I am not willing to donate any part of my bonus for malaria prevention,,,,,,,,,,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$10 Paypal bonus|$20 Starbucks gift card|$20 mTurk contribution|$20 Amazon gift card|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,,,White or Caucasian,5ba10ee370181f00014992fa,5ba10ee370181f00014992fa,1,FL_65,Q3|Q4|Q6
2024-05-02 11:24:34,2024-05-02 11:28:57,IP Address,174.249.84.177,100,262,True,2024-05-02 11:28:57,R_15FypL7pSKYVyfv,,,,,39.9597,-75.1995,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,Against Malaria Foundation|The Malaria Consortium,10,Somewhat agree,Somewhat agree,Somewhat agree,71,90,,44,80,,20,Against Malaria Foundation|United to Beat Malaria,3.92,36.435,52.185,18,,,,,,,Extremely important,$20 Prolific bonus,$20 Amazon gift card|$20 Prolific bonus|$20 Starbucks gift card|$10 Paypal bonus|$20 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Non-binary / third gender,,Other,65f353147653b5d6eee93ebe,65f353147653b5d6eee93ebe,2,FL_66,Q3|Q5|Q6
2024-05-02 11:22:47,2024-05-02 11:28:57,IP Address,173.76.87.229,100,370,True,2024-05-02 11:28:58,R_7DS37LlQ8yTLbdB,,,,,42.1246,-71.1149,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,Against Malaria Foundation,Against Malaria Foundation|The Malaria Consortium,10,Somewhat disagree,Somewhat disagree,Somewhat agree,75,75,,,,,,,,,,,10,0,0,0,5.753,0,Very important,$20 Prolific bonus,$20 Prolific bonus|$20 Amazon gift card|$20 mTurk contribution|$10 Paypal bonus|$20 Starbucks gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5d1ec49a74a3e700194b91f5,5d1ec49a74a3e700194b91f5,3,FL_67,Q3|Q4|Q6
2024-05-02 11:24:50,2024-05-02 11:28:59,IP Address,96.244.222.28,100,248,True,2024-05-02 11:28:59,R_3BzZxCaZ6B5BQLq,,,,,39.2812,-76.7406,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,Against Malaria Foundation|The Malaria Consortium,2,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,28,,22,,,,,,,,,,,,,,,,Very important,$20 Prolific bonus,$10 Paypal bonus|$20 Starbucks gift card|$20 mTurk contribution|$20 Amazon gift card|$20 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,595d19b05b278d00018faa06,595d19b05b278d00018faa06,1,FL_65,Q3|Q5|Q6
2024-05-02 11:26:59,2024-05-02 11:29:00,IP Address,155.186.66.158,100,120,True,2024-05-02 11:29:00,R_7I65cGfPBPMPlFS,,,,,34.0915,-118.1307,anonymous,EN,1,YES,,,,,YES. I am willing to donate some or all of my bonus to malaria prevention,The Malaria Consortium,The Malaria Consortium|Against Malaria Foundation,5,Somewhat agree,Neither agree nor disagree,Somewhat agree,70,,60,,,,,,,,,,,,,,,,Slightly important,$20 Prolific bonus,$20 mTurk contribution|$20 Prolific bonus|$20 Amazon gift card|$20 Starbucks gift card|$10 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Asian,663205560c20d33162a369d0,663205560c20d33162a369d0,1,FL_65,Q3|Q5|Q6
